tweet_id,text,created_at,likes
1242118191008096257,Not a single fask was given by the guy in red. #coronaviruskenya https://t.co/XS6QCcAUI5,2020-03-23 15:57:08,1
1242065208295796737,"I'm happy with my estate shops, water dispenser and soaps at the entrance.
#MulikaCorona 
#coronaviruskenya… https://t.co/5BhMMHaHpF",2020-03-23 12:26:36,1
1242117992705658881,"@KenyaPower_Care 

It is very selfish to surge the cost of power to Ksh. 22.7 per unit, when everything is at stand… https://t.co/9ElfaYycNk",2020-03-23 15:56:21,1
1242117974460370948,"#Kenya #Kenyans @MOH_Kenya . 

Is this the way #KenyaShallOverCome #coronaviruskenya  ? #CoronavirusPandemic… https://t.co/15sW9rfspN",2020-03-23 15:56:17,0
1242117959482519554,There are alot of myths and most people in #Eastleigh and #NorthEasternKenya think #coronaviruskenya won't affect t… https://t.co/jFAc84kGD5,2020-03-23 15:56:13,0
1242111488657174529,"As we quarantine, there is less pollution due to less transportation, mining and manufacturing. Mother Earth is healing #coronaviruskenya",2020-03-23 15:30:30,0
1242082311077797889,"Since 31 December 2019 and as of 22 March 2020, 305 275 cases of COVID-19, have been reported, including 12 942 dea… https://t.co/5vf1CtAIcU",2020-03-23 13:34:34,0
1242064868334800896,"@StateHouseKenya @FredMatiangi @BenjiNdolo @citizentvkenya No pain no gain. We R ready to go through pain, to regai… https://t.co/ZFHLPpkl76",2020-03-23 12:25:15,3
1242111361603129345,"Kenyan schools were closed indefinitely as a result of the coronavirus pandemic.
 https://t.co/sjcwsRYKAA 

#CoronaVirusKenya",2020-03-23 15:30:00,8
1242096593488265222,"I haven’t seen @FredMatiangi for so long ama ako quarantined? 

 #coronaviruskenya",2020-03-23 14:31:19,0
1242082137031016448,"The coronavirus poses a serious danger. But with unity, determination to protect human rights and solidarity we wil… https://t.co/SAU9tpGIoH",2020-03-23 13:33:52,0
1242096563532566529,Kenya need to enforce the lockdown of it's citizens. South Africa started with 7 cases right now they are at 350 ca… https://t.co/LPlWMPOYQX,2020-03-23 14:31:12,4
1242117518929678337,"🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪
Let's grow together
Like, retweet, follow
follow-back all those who follow you
🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪… https://t.co/VBGb2zcPHW",2020-03-23 15:54:28,8
1242117486893555714,Imagine Italy loses 793 in one day #coronaviruskenya Thats the work of the palehorse.Let's repent,2020-03-23 15:54:20,0
1242117308388192257,“Nature” heavy article: 60% of new coronavirus patients may be asymptomatic or trigger a new round of infection… https://t.co/qt8UQ9Aun0,2020-03-23 15:53:38,0
1242110956060184576,.#COVID19 #coronaviruskenya Visit: https://t.co/GFE5bhHagk to stop misinformation. https://t.co/H7ON9JoJAJ,2020-03-23 15:28:23,0
1242117248069894144,"@CNN Click this link and thank me later - https://t.co/GC7IlbL0T6

#COVIDIOTS #COVIDー19 #CoronavirusInSA #COVID19… https://t.co/m0NsqEC8Ff",2020-03-23 15:53:24,0
1242064539040055296,@tommyktweets @elprincetee And someone who can heal #coronaviruskenya,2020-03-23 12:23:57,1
1242081840149790728,"@citizentvkenya When the hunters become the hunted!
#coronaviruskenya #COVID19",2020-03-23 13:32:42,2
1242117161537150976,#coronaviruskenya #LockdownNow #UhuruKenyatta @MOH_Kenya how are the first people test positive fairing on after quarantine?,2020-03-23 15:53:03,1
1242081749326323712,Niko online .. you can now flood my DM . #askciku #coronaviruskenya #MulikaCorona #KujijengaKE https://t.co/tmiUR8ZRX9,2020-03-23 13:32:20,1
1242064451630743552,#kenmusic let’s win the fight against corona #coronaviruskenya https://t.co/iSXfxSo2nd,2020-03-23 12:23:36,3
1242081695282745346,"Replication of PEV 2007
#COVID19 #coronaviruskenya #MulikaCorona #WaterAndFoodFirst 
#Kenya 🇰🇪 https://t.co/w3ZimC86Mf",2020-03-23 13:32:07,2
1242064308126842881,FIFA 20 MOD FIFA 14 Android Offline 900 MB Best Graphics New Transfers U... https://t.co/9HWLAv0q9E via @YouTube… https://t.co/OHGYfji66I,2020-03-23 12:23:02,1
1242110655143936000,@ItsMutai Our caring president have invited balloons with 4G internet wait for them #coronaviruskenya,2020-03-23 15:27:12,0
1242116782720155652,"Churches hurriedly open Lipa na Mpesa accounts as government bans all public gatherings.
#lockdown
#coronaviruskenya
https://t.co/iu8oQYKQtH",2020-03-23 15:51:33,0
1242116776953069569,"Thank you my 2.0K followers 
Follow @kevinwachezK &amp; Ifb
Let's make this bird app amazing 
🔱 Gain💯
🔱 Gain💯
🔱 Gain💯
I… https://t.co/p7dfohC30R",2020-03-23 15:51:31,1
1242096097306259456,"I'm ANGRY, that the GOK released COVID-19 victims into a society of over 40 million people, trusting them to self q… https://t.co/ZaiLuwZ2Kl",2020-03-23 14:29:21,1
1242116679376789504,That Catholic priest who visited Siaya from Rome and now positive will kill many elderly in Siaya villages.... Ninj… https://t.co/TnNFhlsbxa,2020-03-23 15:51:08,5
1242064191877459970,@KenyaBreweries @EABL_PLC Kindly consider mass production of hand sanitizers to help in the fight against #coronaviruskenya,2020-03-23 12:22:34,1
1242110521903591424,"Dear Kenyan, 

Before you stand with Italy, have you washed your hands, kept a good distance and minimized unnecess… https://t.co/gtRC7TmQLC",2020-03-23 15:26:40,1
1242116656706605058,"@Reuters Click this link and thank me later - https://t.co/GC7IlbL0T6

#COVIDIOTS #COVIDー19 #CoronavirusInSA… https://t.co/MUBVvsnB8R",2020-03-23 15:51:03,0
1242110482078670851,If you're still in the streets then you're definitely endangering yourself #coronaviruskenya,2020-03-23 15:26:30,2
1242100061062008832,"Reduce the tax rate you collecting from Kenyans,  we don't want news Briefings,  Kenyans want to know the plans you… https://t.co/ZsiT0Ki2tX",2020-03-23 14:45:06,0
1242116346764316674,0707627623 shop located at Accra plaza ground floor shop 12 #coronaviruskenya #MondayMotivaton #StayHome https://t.co/3FpFVEJ2Dg,2020-03-23 15:49:49,1
1242116312110977025,"Say you want to rule out #COVID19 ,  what is the procedure? #coronaviruskenya",2020-03-23 15:49:40,0
