tweet_id,text,created_at,likes,text length,polarity
1242119310564372492,time repent return showing u coming dispensations earth,2020-03-23 16:01:35,0,55,0.0
1242066140576141314,damn say prayer entire country could,2020-03-23 12:30:19,0,36,0.0
1242119093471322114,dear home dont like work please something,2020-03-23 16:00:43,4,41,0.0
1242119082348068866,government tissue government w,2020-03-23 16:00:41,0,30,0.0
1242097253705269249,one never date ex mate,2020-03-23 14:33:56,0,22,0.0
1242112515724763137,core do complete set ram come inch monitor call,2020-03-23 15:34:35,0,47,0.1
1242065854025601024,government give u money anaemic could,2020-03-23 12:29:10,3,37,0.0
1242065792176467970,currently real intimate panic casual,2020-03-23 12:28:55,0,36,-0.10000000000000003
1242118615232626688,born resist god,2020-03-23 15:58:49,0,15,0.0
1242118579501314057,research virus long going hide,2020-03-23 15:58:41,1,30,-0.05
1242112296496791557,civil saying go quarante probably assured end month,2020-03-23 15:33:43,0,51,0.0
1242097045038673921,first date,2020-03-23 14:33:07,0,10,0.25
1242082872825176064,praying praying world rejoice always pray,2020-03-23 13:36:48,4,41,0.0
1242065547807854592,keep stay active daily home,2020-03-23 12:27:57,0,27,-0.06666666666666667
1242112195015716865,didn rely well medical make far,2020-03-23 15:33:19,0,31,0.05
1242118456448876547,anaemic shaken world weather third world way,2020-03-23 15:58:12,0,44,0.0
1242082795377352710,coming,2020-03-23 13:36:29,1,6,0.0
1242118313179840513,god heal world,2020-03-23 15:57:37,1,14,0.0
1242096934757826562,following,2020-03-23 14:32:40,0,9,0.0
1242111857047019521,today,2020-03-23 15:31:58,2,5,0.0
1242118211803504641,everyone social dry spell give mental illness,2020-03-23 15:57:13,1,45,-0.044444444444444446
1242096867133009923,government what sector reduce fare can start reducing price,2020-03-23 14:32:24,1,59,0.0
1242118191008096257,single given guy red,2020-03-23 15:57:08,1,20,-0.03571428571428571
1242065208295796737,happy estate water dispense,2020-03-23 12:26:36,1,27,0.8
1242117992705658881,selfish surge cost power per unit everything stand,2020-03-23 15:56:21,1,50,-0.5
1242117974460370948,way,2020-03-23 15:56:17,0,3,0.0
1242117959482519554,people think wont affect,2020-03-23 15:56:13,0,24,0.0
1242111488657174529,quarante le pollution due le transportation mining mother earth healing,2020-03-23 15:30:30,0,71,-0.125
1242082311077797889,since march could,2020-03-23 13:34:34,0,17,0.0
1242064868334800896,pain gain r ready go pain,2020-03-23 12:25:15,3,25,0.2
1242111361603129345,closed indefinitely result anaemic,2020-03-23 15:30:00,8,34,-0.1
1242096593488265222,seen long am ago,2020-03-23 14:31:19,0,16,-0.05
1242082137031016448,serious danger unity determination protect human solidarity,2020-03-23 13:33:52,0,59,-0.16666666666666666
1242096563532566529,need enforce south right ca,2020-03-23 14:31:12,4,27,0.2857142857142857
1242117518929678337,grow follow,2020-03-23 15:54:28,8,11,0.0
1242117486893555714,imagine one day that work repent,2020-03-23 15:54:20,0,32,0.0
1242117308388192257,nature heavy article new may asymptomatic trigger new round infection,2020-03-23 15:53:38,0,69,-0.03181818181818183
1242110956060184576,could visit,2020-03-23 15:28:23,0,11,0.0
1242117248069894144,click link thank later,2020-03-23 15:53:24,0,22,0.0
1242064539040055296,someone heal,2020-03-23 12:23:57,1,12,0.0
1242081840149790728,become could,2020-03-23 13:32:42,2,12,0.0
1242117161537150976,first people test positive firing quarante,2020-03-23 15:53:03,1,42,0.23863636363636365
1242081749326323712,flood,2020-03-23 13:32:20,1,5,0.0
1242064451630743552,let win fight corona,2020-03-23 12:23:36,3,20,0.8
1242081695282745346,application could,2020-03-23 13:32:07,2,17,0.0
1242064308126842881,andros best graphics new u,2020-03-23 12:23:02,1,26,0.5681818181818181
1242110655143936000,president g wait,2020-03-23 15:27:12,0,16,0.0
1242116782720155652,hurriedly open lips na government public,2020-03-23 15:51:33,0,40,0.0
1242116776953069569,thank k follow make bird amazing gain gain gain,2020-03-23 15:51:31,1,47,0.6000000000000001
1242096097306259456,angry could society million people trusting self q,2020-03-23 14:29:21,1,50,-0.5
1242116679376789504,catholic priest positive kill many elderly,2020-03-23 15:51:08,5,42,0.24242424242424243
1242064191877459970,kindly consider mass production hand help fight,2020-03-23 12:22:34,1,47,0.6
1242110521903591424,dear stand washed kept good distance,2020-03-23 15:26:40,1,36,0.7
1242116656706605058,click link thank later,2020-03-23 15:51:03,0,22,0.0
1242110482078670851,still street definitely,2020-03-23 15:26:30,2,23,0.0
1242100061062008832,reduce tax rate dont want news want know,2020-03-23 14:45:06,0,40,0.0
1242116346764316674,shop place ground floor shop,2020-03-23 15:49:49,1,28,0.0
1242116312110977025,say want rule could procedure,2020-03-23 15:49:40,0,29,0.0
1242116301352513538,good enough really thought moderate human face,2020-03-23 15:49:38,2,46,0.18
1242116252149088256,humble request people note people abroad,2020-03-23 15:49:26,0,40,-0.2
1242069534418313218,must company namely equity bank family bank cotton,2020-03-23 12:43:48,1,50,0.0
1242116145672527873,one contact positive raising health ministry,2020-03-23 15:49:01,0,44,0.22727272727272727
1242116080153374721,washing record time today,2020-03-23 15:48:45,7,25,0.0
1242116030320857089,thank international that,2020-03-23 15:48:33,1,24,0.0
1242115939937792001,corona real police work home,2020-03-23 15:48:12,1,28,0.2
1242115930479607810,ni additional case know like per today sure,2020-03-23 15:48:09,2,43,0.5
1242115928751570946,install people hope success,2020-03-23 15:48:09,1,27,0.3
1242115902545563648,welcome quarante,2020-03-23 15:48:03,0,16,0.8
1242115818445516804,know private testing virus option level government,2020-03-23 15:47:43,2,50,0.0
1242069078304534530,three county came back trip put mandatory quarante,2020-03-23 12:41:59,0,50,0.0
1242068892022902792,one feel card,2020-03-23 12:41:15,4,13,0.0
1242115574920032259,stay home prevention better cure encourage stay home,2020-03-23 15:46:45,0,52,0.5
1242115557257875458,serious really,2020-03-23 15:46:40,0,14,-0.06666666666666665
1242068785730932740,update,2020-03-23 12:40:49,0,6,0.0
1242115432783413256,feat proud sceptic,2020-03-23 15:46:11,1,18,0.8
1242115355771895816,long take recover,2020-03-23 15:45:52,0,17,-0.05
1242115355469889551,latest news world anaemic epidemic outbreak today county,2020-03-23 15:45:52,0,56,0.5
1242085322567057410,yesterday middle aged man village county body taken,2020-03-23 13:46:32,0,51,-0.05
1242115329700102145,rest,2020-03-23 15:45:46,0,4,0.0
1242115255641223169,stay home,2020-03-23 15:45:28,1,9,0.0
1242115168043180037,deputy governor wrong,2020-03-23 15:45:08,0,21,-0.5
1242084889685614592,sabine joy closed first time since,2020-03-23 13:44:49,2,34,0.3166666666666667
1242068120627482624,every day pas roughly staff working everyday,2020-03-23 12:38:11,1,44,-0.15000000000000002
1242098584247586822,cut way,2020-03-23 14:39:14,1,7,0.0
1242114829994909701,speech joke,2020-03-23 15:43:47,0,11,0.0
1242068030257082368,nothing home get watch documentary ego,2020-03-23 12:37:49,1,38,0.0
1242114721937002500,please click channel subscribe,2020-03-23 15:43:21,0,30,0.0
1242114696196624385,many crisis fear stay strong observe safety,2020-03-23 15:43:15,1,43,0.4666666666666667
1242114677066420225,good evening pick what happening,2020-03-23 15:43:11,0,32,0.7
1242084672101920768,let get press bringing discuss dont care provided,2020-03-23 13:43:57,1,49,0.0
1242114644736651265,get get tested g way handling delay,2020-03-23 15:43:03,0,35,0.0
1242114595399110658,dont let corona virus disrupt education some revision play store,2020-03-23 15:42:51,0,64,0.0
1242114493859221506,county government extended entire country,2020-03-23 15:42:27,0,41,0.0
1242114457330950144,company going produce much product whose cost,2020-03-23 15:42:18,0,45,0.2
1242067803902849025,subscribe like share live streaming could update could could,2020-03-23 12:36:55,0,60,0.13636363636363635
1242114399973699584,u want k k k k k k k k k,2020-03-23 15:42:04,2,24,0.0
1242114399172771841,ask became closed,2020-03-23 15:42:04,1,17,-0.1
1242114347180138498,positive could rest talk sweet inside,2020-03-23 15:41:52,2,37,0.28863636363636364
1242098280445759489,effective spirit could,2020-03-23 14:38:01,1,22,0.6
1242067667202322433,know tell someone need know,2020-03-23 12:36:23,0,27,0.0
1242114307183316994,painful sad expensive way must go country order,2020-03-23 15:41:42,1,47,-0.5666666666666667
1242114273385402370,way pack move like vile,2020-03-23 15:41:34,1,23,0.0
1242114259712163847,nice plan sorted net come well flatten curve,2020-03-23 15:41:31,0,44,0.3
1242114228380749826,good evening never comfortable fare,2020-03-23 15:41:24,2,35,0.24999999999999997
1242114181165350913,anaemic getting infected common sense around,2020-03-23 15:41:12,1,44,-0.3
1242067323135111172,corona virus trying prove church service necessary rather,2020-03-23 12:35:00,0,57,0.0
1242067316248055808,search going came contact catholic priest burial,2020-03-23 12:34:59,0,48,0.0
1242114015242989569,corona u like bench marking,2020-03-23 15:40:33,0,27,0.0
1242113951380508672,buds tell male counterpart really need god,2020-03-23 15:40:18,1,42,0.1
1242113840084668418,zero social even touched lady face,2020-03-23 15:39:51,0,34,0.03333333333333333
1242084002363736065,time consider community based volunteer campaign similar way identify,2020-03-23 13:41:17,0,69,0.0
1242113720488275970,point president need advised confirmed ca,2020-03-23 15:39:22,1,41,0.4
1242113706089238528,follow share might invest great one,2020-03-23 15:39:19,0,35,0.8
1242066804039655428,drink enough alcohol sweat alcohol making,2020-03-23 12:32:57,0,41,0.0
1242113572995567618,stay home keep washing food wash save,2020-03-23 15:38:47,0,37,0.0
1242066708732542976,honestly hope among waiting someone know get infected take issue,2020-03-23 12:32:34,1,64,0.6
1242097810645942272,one case confirmed today total number preside,2020-03-23 14:36:09,1,45,0.2
1242066592969756672,live concert concert tonight could,2020-03-23 12:32:06,1,34,0.13636363636363635
1242083755352829952,hello check guy,2020-03-23 13:40:18,0,15,0.0
1242066557716631553,dear president thought would address food water transport cost ar,2020-03-23 12:31:58,0,65,0.0
1242113207118036992,really one another time country looking new way export,2020-03-23 15:37:20,0,54,0.16818181818181818
1242113106802860033,encourage listen local protect,2020-03-23 15:36:56,2,30,0.0
1242066305827643393,getting necessary support,2020-03-23 12:30:58,0,25,0.0
1242113065765818368,doesn president close point,2020-03-23 15:36:46,0,27,0.0
1242112888082481153,best version crisis,2020-03-23 15:36:04,0,19,1.0
1242112835888521221,deputy governor driver tested positive could quarante,2020-03-23 15:35:52,0,53,0.22727272727272727
1242097383649038336,china fighting corona fight high level ignorance different,2020-03-23 14:34:27,2,58,0.08
1242066061882806278,first time working home come handy,2020-03-23 12:30:00,4,34,0.425
1242083121627107340,march president agreement look access,2020-03-23 13:37:47,0,37,0.0
1242097188223795201,first date,2020-03-23 14:33:41,0,10,0.25
1242112487501303808,apart every hand cart use voice pa telling,2020-03-23 15:34:29,3,42,0.0
1242112404877643779,sit watch u die could,2020-03-23 15:34:09,0,21,0.0
1242112332525961223,government mighty intelligence shamelessly,2020-03-23 15:33:52,0,42,0.4
1242112208726884353,chat director world association men mental emotional,2020-03-23 15:33:22,1,52,-0.05
1242112162941763585,wife exaggeration saw corona virus today two near,2020-03-23 15:33:11,0,49,0.1
1242112154138021890,rolled pray pay rent feed,2020-03-23 15:33:09,0,25,0.0
1242065446070820869,difficult time president encourage order remain focus,2020-03-23 12:27:33,1,53,-0.5
1242096963157463040,minor accident,2020-03-23 14:32:47,0,14,-0.05
1242111941209985037,true must seriously coming,2020-03-23 15:32:18,0,26,0.008333333333333331
1242111931131052032,look column new today according patient,2020-03-23 15:32:16,0,39,0.13636363636363635
1242111906976018432,given package food sugar rice maize flour wheat,2020-03-23 15:32:10,1,47,0.0
1242065326021451779,corona virus wish meet fun side right ha,2020-03-23 12:27:04,2,40,0.2928571428571428
1242111800428113921,worst part could situation soon die jump right back time build,2020-03-23 15:31:45,1,62,-0.2380952380952381
1242096851479863299,also training hotel staff expose,2020-03-23 14:32:21,1,32,0.0
1242082492426981377,county woman recently returned forced quarante freely,2020-03-23 13:35:17,0,53,0.033333333333333326
1242065069875310593,let top official advocate corona health conjunction repentance reconciliation,2020-03-23 12:26:03,1,77,0.5
1242096684336848898,one person confirmed positive totally,2020-03-23 14:31:41,0,37,0.2090909090909091
1242064947414216705,look calm deep inside really want talk corona,2020-03-23 12:25:34,2,45,0.16666666666666666
1242096659313709057,given choice want go another careless statement could hit,2020-03-23 14:31:35,1,57,-0.5
1242111432709361664,ride today made feel like limousine poor,2020-03-23 15:30:17,0,40,-0.4
1242111419744768001,people packed buy large volume fear,2020-03-23 15:30:14,0,35,0.21428571428571427
1242111416150171653,ignorance another level,2020-03-23 15:30:13,0,23,0.0
1242064872977960962,keep,2020-03-23 12:25:16,2,4,0.0
1242082263887732738,county woman recently returned forced quarante freely,2020-03-23 13:34:23,3,53,0.033333333333333326
1242111272407236615,might higher risk infected due gender,2020-03-23 15:29:39,0,37,0.0625
1242111177838166024,sabine joy might closed first time since work,2020-03-23 15:29:16,1,45,0.3166666666666667
1242064719852326913,,2020-03-23 12:24:40,1,0,0.0
1242111088516268033,exposed know difference safe safe u stay save,2020-03-23 15:28:55,0,45,0.5
1242110987140022274,lot people without self quarante eat,2020-03-23 15:28:31,1,36,0.0
1242110966860570627,spend together made along way change forever may memory,2020-03-23 15:28:26,0,55,0.0
1242110929233420289,goal choose p boy could could,2020-03-23 15:28:17,0,29,0.0
1242110875034619906,see armed force people quarante,2020-03-23 15:28:04,0,31,0.0
1242110859050192901,already sensitization community rotary community message u,2020-03-23 15:28:00,1,58,0.0
1242110851714293763,like could,2020-03-23 15:27:59,3,10,0.0
1242110792914345987,stay home,2020-03-23 15:27:44,0,9,0.0
1242096262511505416,dont drink could up,2020-03-23 14:30:00,1,19,0.0
1242110768176418819,pain feel sick health text call c,2020-03-23 15:27:39,0,33,-0.7142857142857143
1242064410216194054,people government total look many affected,2020-03-23 12:23:26,1,42,0.25
1242110745179021312,virus cannot stand trash now could,2020-03-23 15:27:33,0,34,0.0
1242110412319047681,enigma told wash donate hand wash die faster,2020-03-23 15:26:14,0,44,0.0
1242110399325130753,cook g network,2020-03-23 15:26:11,2,14,0.0
1242063975648542720,since confirmed came flight duty,2020-03-23 12:21:42,0,32,0.4
1242110257914171396,,2020-03-23 15:25:37,1,0,0.0
1242110231838064647,day dont cash detain can auction belonging,2020-03-23 15:25:31,0,42,0.0
1242110165563969537,g network coverage good worth appreciate let one litigation measure e,2020-03-23 15:25:15,0,69,0.5
1242110102938759168,watching apocalyptic getting ready,2020-03-23 15:25:00,1,34,0.2
1242095800303443969,china vaccine wont talk u want wait till almost world get affected,2020-03-23 14:28:10,1,66,0.0
1242081010877173761,government instead government,2020-03-23 13:29:24,0,29,0.0
1242080993336594437,dating context dating,2020-03-23 13:29:20,0,21,0.0
1242109862189961218,never learn,2020-03-23 15:24:03,0,11,0.0
1242095636889194498,social economic important health government overlook one,2020-03-23 14:27:31,0,56,0.2111111111111111
1242109713363415044,case citizens ignorance could see government impose could,2020-03-23 15:23:27,0,57,0.0
1242080726918496259,suspect one,2020-03-23 13:28:16,0,11,0.0
1242109481502347264,know balloon grow food air space provide rent,2020-03-23 15:22:32,0,45,0.0
1242080639001731073,dating new way get match,2020-03-23 13:27:55,0,24,0.13636363636363635
1242109431954972677,end movie trivial could,2020-03-23 15:22:20,1,23,0.0
1242109382340608000,without pray without go fine,2020-03-23 15:22:08,1,28,0.4166666666666667
1242109326875131904,apparently deputy governor slaying landing impact unimaginable many,2020-03-23 15:21:55,0,67,0.275
1242109313398734852,case true example death guy gave bread catholic,2020-03-23 15:21:52,0,47,0.175
1242095273721114631,self quarante corona protect country,2020-03-23 14:26:04,0,36,0.0
1242109238673096706,brain make final time,2020-03-23 15:21:34,1,21,0.0
1242095132150816769,one case confirmed,2020-03-23 14:25:31,0,18,0.4
1242108913371267074,take minute get logic,2020-03-23 15:20:16,0,21,0.0
1242108884401229826,branch lobby hand people handling money could,2020-03-23 15:20:09,0,45,0.0
1242108874662072321,mental health,2020-03-23 15:20:07,0,13,-0.1
1242108848124633089,survival people common sense,2020-03-23 15:20:01,1,28,-0.3
1242108805644771331,god trust,2020-03-23 15:19:51,1,9,0.0
1242108781993091078,technology save u nightmare could,2020-03-23 15:19:45,0,33,0.0
1242108640275939330,right,2020-03-23 15:19:11,0,5,0.2857142857142857
1242094922859151362,already save economy among temporary waiter p,2020-03-23 14:24:41,0,45,0.0
1242108563922788352,wash always running water easy contact virus,2020-03-23 15:18:53,6,44,0.43333333333333335
1242108561901129731,need contain could still dont might set makeshift,2020-03-23 15:18:53,0,49,0.0
1242108513817628672,,2020-03-23 15:18:41,1,0,0.0
1242108500320440328,k condemning enough put issue crossed ask,2020-03-23 15:18:38,0,41,0.0
1242108482234580992,save life save stay home,2020-03-23 15:18:34,0,24,0.0
1242094761911234562,one could case confirmed number health,2020-03-23 14:24:02,0,38,0.4
1242079407663190016,home mental,2020-03-23 13:23:02,0,11,-0.1
1242108366509531136,pay u rent please jack one month,2020-03-23 15:18:06,1,32,0.0
1242108219796963331,total lock people dying better living,2020-03-23 15:17:31,1,37,0.25
1242108064456720384,hilarious message home sanitize,2020-03-23 15:16:54,0,31,0.5
1242108050674266113,total lock way without,2020-03-23 15:16:51,0,22,0.0
1242108045456523265,see run two could chloroquine,2020-03-23 15:16:49,0,29,0.0
1242108017253986304,system determination rate bounce back negative economic impact,2020-03-23 15:16:43,0,62,-0.033333333333333326
1242108011260362752,president supposed food faster got,2020-03-23 15:16:41,1,34,0.0
1242108005442818048,china fighting corona fight ignorance different religious differ,2020-03-23 15:16:40,0,64,0.0
1242107992981549056,follow follow back,2020-03-23 15:16:37,6,18,0.0
1242094464329551872,taking heat can check,2020-03-23 14:22:51,0,21,0.0
1242107920826892289,could check,2020-03-23 15:16:20,0,11,0.0
1242107890917412866,another transport spread corona virus,2020-03-23 15:16:13,0,37,0.0
1242107873926184961,they provide food outdoor step well quarante,2020-03-23 15:16:09,0,44,0.0
1242078841381752835,stay home stay safe make footstep,2020-03-23 13:20:47,0,33,0.5
1242078818103418881,oh now go,2020-03-23 13:20:41,0,9,0.0
1242107798374297603,watching new york governor pressed please next time come u th,2020-03-23 15:15:51,1,61,0.06818181818181818
1242107776328925184,everything going perfectly fine guy said hell stop,2020-03-23 15:15:45,1,50,0.4166666666666667
1242107775435628546,priest thing done,2020-03-23 15:15:45,0,17,0.0
1242107763557388290,case could governor,2020-03-23 15:15:42,4,19,0.0
1242094271005691904,one could case confirmed number health,2020-03-23 14:22:05,0,38,0.4
1242107695529889794,safe,2020-03-23 15:15:26,1,4,0.5
1242094217289228290,good announcement wrong timing anyone work already afford decent connection g w,2020-03-23 14:21:53,1,79,0.12222222222222219
